text,label
The film has several strong performances .,positive
"I 've never bought from telemarketers , but I bought this movie .",positive
"Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .",very positive
"The funny thing is , I did n't mind all this contrived nonsense a bit .",neutral
"( Shyamalan ) turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .",positive
"A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling .",very positive
An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .,positive
"A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?",very positive
"Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity .",very positive
Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen .,very positive
The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .,positive
"Well-acted , well-directed and , for all its moodiness , not too pretentious .",very positive
It 's a satisfying summer blockbuster and worth a look .,positive
Boomers and their kids will have a Barrie good time .,positive
Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,positive
"Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .",positive
Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .,positive
"Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not",positive
"The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .",neutral
"What 's so fun about this silly , outrageous , ingenious thriller is the director 's talent .",very positive
Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .,negative
"Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie .",positive
"As it is , it 's too long and unfocused .",very negative
An immensely entertaining look at some of the unsung heroes of 20th century pop music .,very positive
"This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .",positive
This beautifully animated epic is never dull .,very positive
Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .,very positive
"It makes compelling , provocative and prescient viewing .",very positive
A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .,very positive
"Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",positive
"What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .",neutral
But it 's defiantly and delightfully against the grain .,positive
"The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .",very positive
"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",positive
"Mr. Clooney , Mr. Kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .",positive
"Definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '",positive
Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .,very positive
"A real winner -- smart , funny , subtle , and resonant .",very positive
"Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .",positive
The pitch must have read like a discarded House Beautiful spread .,neutral
"Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",very positive
Director David Jacobson gives Dahmer a consideration that the murderer never game his victims .,neutral
The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .,very positive
A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .,very negative
The performances are remarkable .,very positive
"It 's Burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown .",positive
"As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .",positive
"You 'll forget about it by Monday , though , and if they 're old enough to have developed some taste , so will your kids .",very negative
"While I ca n't say it 's on par with the first one , Stuart Little 2 is a light , fun cheese puff of a movie .",positive
"Strange , funny , twisted , brilliant and macabre .",very positive
A genuinely moving and wisely unsentimental drama .,very positive
Heaven is a haunting dramatization of a couple 's moral ascension .,neutral
The Mothman Prophecies is best when illustrating the demons bedevilling the modern masculine journey .,positive
Plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .,positive
"An entertaining British hybrid of comedy , caper thrills and quirky romance .",very positive
"Alain Choquart 's camera barely stops moving , portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating .",neutral
Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it 's a pleasurable trifle .,neutral
The only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .,negative
"Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .",very positive
The mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .,very positive
"The film is visually dazzling , the depicted events dramatic , funny and poignant .",very positive
"A directorial tour de force by Bernard Rose , ivans xtc .",positive
is one of this year 's very best pictures .,very positive
What makes the movie work -- to an admittedly limited extent -- is the commitment of two genuinely engaging performers .,neutral
"Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",very positive
Even the digressions are funny .,positive
Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .,positive
And they succeed merrily at their noble endeavor .,positive
Melodrama with a message .,neutral
A perfectly pleasant if slightly pokey comedy .,positive
"Coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",positive
"At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",positive
Wang Xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .,positive
"It 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as The Grey Zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started .",positive
"Bogdanovich taps deep into the Hearst mystique , entertainingly reenacting a historic scandal .",very positive
"A moving tale of love and destruction in unexpected places , unexamined lives .",positive
Clooney directs this film always keeping the balance between the fantastic and the believable ...,positive
"Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",positive
... a lesson in prehistoric hilarity .,neutral
"A fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .",very positive
Lawrence plumbs personal tragedy and also the human comedy .,positive
"Though a capable thriller , somewhere along the way K-19 jettisoned some crucial drama .",negative
Just about the surest bet for an all-around good time at the movies this summer .,very positive
"It would be disingenuous to call Reno a great film , but you can say that about most of the flicks moving in and out of the multiplex .",neutral
"This is a movie that is what it is : a pleasant distraction , a Friday night diversion , an excuse to eat popcorn .",positive
"There is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling .",positive
"The Four Feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .",positive
"A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry .",very positive
This story still seems timely and important .,positive
"And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .",positive
"The bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie .",positive
"The performances are amiable and committed , and the comedy more often than not hits the bullseye .",positive
"This time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part .",positive
There 's plenty to enjoy -- in no small part thanks to Lau .,positive
"With a romantic comedy plotline straight from the ages , this Cinderella story does n't have a single surprise up its sleeve .",negative
But it does somehow manage to get you under its spell .,positive
"Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .",very positive
"`` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .",positive
"By no means a great movie , but it is a refreshingly forthright one .",positive
The casting of Raymond J. Barry as the ` assassin ' greatly enhances the quality of Neil Burger 's impressive fake documentary .,positive
"Despite Besson 's high-profile name being Wasabi 's big selling point , there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .",positive
"This documentary is a dazzling , remarkably unpretentious reminder of what ( Evans ) had , lost , and got back .",very positive
"A thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions .",very positive
"As satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency .",very positive
"Methodical , measured , and gently tedious in its comedy , Secret Ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain .",very positive
"A witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking .",neutral
For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,positive
"By the standards of knucklehead swill , The Hot Chick is pretty damned funny .",very positive
One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .,positive
( Reaches ) wholly believable and heart-wrenching depths of despair .,positive
An absorbing and unsettling psychological drama .,positive
"This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep .",very positive
"Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .",negative
The entire cast is extraordinarily good .,very positive
"Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .",very positive
"Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",very positive
"A captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller .",positive
The film sparkles with the the wisdom and humor of its subjects .,very positive
"If ( Jaglom 's ) latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .",positive
"Like The English Patient and The Unbearable Lightness of Being , The Hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .",positive
"Just about the best straight-up , old-school horror film of the last 15 years .",very positive
A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .,positive
"An oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion .",positive
"While the film is not entirely successful , it still manages to string together enough charming moments to work .",positive
A winning piece of work filled with love for the movies of the 1960s .,positive
"E.T. works because its flabbergasting principals , 14-year-old Robert MacNaughton , 6-year-old Drew Barrymore and 10-year-old Henry Thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .",very positive
Helps to remind the First World that HIV\/AIDS is far from being yesterday 's news .,neutral
A heartening tale of small victories and enduring hope .,positive
The vistas are sweeping and the acting is far from painful .,neutral
Jackson and co have brought back the value and respect for the term epic cinema .,positive
"It may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality",positive
Charlotte Sometimes is a brilliant movie .,very positive
"It is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity .",positive
"A delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .",positive
"Defies logic , the laws of physics and almost anyone 's willingness to believe in it .",neutral
But darned if it does n't also keep us riveted to our seats .,very positive
A complex psychological drama about a father who returns to his son 's home after decades away .,positive
Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .,very positive
This is NOT a retread of `` Dead Poets ' Society . '',neutral
Sweet and memorable film .,very positive
"A smart , arch and rather cold-blooded comedy .",positive
"Keenly observed and refreshingly natural , Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",positive
... begins on a high note and sustains it beautifully .,positive
Davis ... gets vivid performances from her cast and pulls off some deft Ally McBeal-style fantasy sequences .,very positive
"` it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists .",positive
Cynics need not apply . ',neutral
"Funny , somber , absurd , and , finally , achingly sad , Bartleby is a fine , understated piece of filmmaking .",very positive
`` Red Dragon '' is entertaining .,very positive
"An obvious copy of one of the best films ever made , how could it not be ?",negative
But it is entertaining on an inferior level .,positive
"It is a popcorn film , not a must-own , or even a must-see .",negative
Succeeds only because Bullock and Grant were made to share the silver screen .,neutral
"Both flawed and delayed , Martin Scorcese 's Gangs of New York still emerges as his most vital work since GoodFellas .",neutral
"As any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death .",neutral
"On that score , the film certainly does n't disappoint .",very positive
"As the movie traces Mr. Brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .",very positive
A moving and solidly entertaining comedy\/drama that should bolster director and co-writer Juan José Campanella 's reputation in the United States .,very positive
"Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .",very positive
"Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour .",very positive
A macabre and very stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .,positive
A stylistic romp that 's always fun to watch .,very positive
"Informative , intriguing , observant , often touching ... gives a human face to what 's often discussed in purely abstract terms .",very positive
"... once the true impact of the day unfolds , the power of this movie is undeniable .",very positive
"An honest , sensitive story from a Vietnamese point of view .",very positive
"A buoyant romantic comedy about friendship , love , and the truth that we 're all in this together .",positive
The film 's intimate camera work and searing performances pull us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them .,very positive
"It 's the perfect star vehicle for Grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona .",positive
"Gaunt , silver-haired and leonine , ( Harris ) brings a tragic dimension and savage full-bodied wit and cunning to the aging Sandeman .",positive
A disturbing examination of what appears to be the definition of a ` bad ' police shooting .,neutral
It 's been made with an innocent yet fervid conviction that our Hollywood has all but lost .,neutral
"Not only a reminder of how they used to make movies , but also how they sometimes still can be made .",positive
A three-hour cinema master class .,positive
Eyre is on his way to becoming the American Indian Spike Lee .,positive
"A witty , whimsical feature debut .",positive
"Warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message .",very positive
I loved this film .,very positive
"It provides a grim , upsetting glimpse at the lives of some of the 1.2 million Palestinians who live in the crowded cities and refugee camps of Gaza .",neutral
"Clint Eastwood 's Blood Work is a lot like a well-made PB & J sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same .",positive
"A movie that will surely be profane , politically charged music to the ears of Cho 's fans .",positive
Much of this slick and sprightly CGI feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings .,positive
"Rarely , a movie is more than a movie .",positive
Go .,neutral
Jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .,positive
"Quitting delivers a sucker-punch , and its impact is all the greater beause director Zhang 's last film , the cuddly Shower , was a non-threatening multi-character piece centered around a public bath house .",neutral
"By not averting his eyes , Solondz forces us to consider the unthinkable , the unacceptable , the unmentionable .",positive
"One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin .",negative
"While general audiences might not come away with a greater knowledge of the facts of Cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .",very positive
A fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,very positive
"Birthday Girl lucks out with Chaplin and Kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns .",positive
An interesting look behind the scenes of Chicago-based rock group Wilco ...,positive
Sharp edges and a deep vein of sadness run through its otherwise comic narrative .,positive
There 's lots of cool stuff packed into ESPN 's Ultimate X.,positive
"Rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle",positive
The Ya-Ya 's have many secrets and one is - the books are better .,very negative
Translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be Ya-Ya .,positive
"The touch is generally light enough and the performances , for the most part , credible .",positive
"I liked About Schmidt a lot , but I have a feeling that I would have liked it much more if Harry & Tonto never existed .",positive
Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a \*\* holes .,neutral
That Storytelling has value can not be denied .,very positive
"Not even Solondz 's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it .",negative
"Once the downward spiral comes to pass , Auto Focus bears out as your typical junkie opera ...",negative
A knowing sense of humor and a lot of warmth ignite Son of the Bride .,very positive
"A rich tale of our times , very well told with an appropriate minimum of means .",positive
"The characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life .",very positive
"In all fairness , I must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks .",positive
"As gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an Asian landscape painting .",very positive
"Efficient , suitably anonymous chiller .",positive
"Gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative left an acrid test in this gourmet 's mouth .",neutral
The hot topics of the plot are relegated to the background -- a welcome step forward from the Sally Jesse Raphael atmosphere of films like Philadelphia and American Beauty .,positive
"It 's usually a bad sign when directors abandon their scripts and go where the moment takes them , but Olympia , Wash. , based filmmakers Anne de Marcken and Marilyn Freeman did just that and it 's what makes their project so interesting .",positive
"A memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .",positive
"Executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond .",very positive
The gentle comic treatment of adolescent sturm und drang should please fans of Chris Fuhrman 's posthumously published cult novel .,positive
Director Claude Chabrol has become the master of innuendo .,positive
"It is not what you see , it is what you think you see .",neutral
"A deftly entertaining film , smartly played and smartly directed .",very positive
A documentary to make the stones weep -- as shameful as it is scary .,negative
I hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,very positive
A thought-provoking look at how Western foreign policy - however well intentioned - can wreak havoc in other cultures .,neutral
"Asks what truth can be discerned from non-firsthand experience , and specifically questions cinema 's capability for recording truth .",positive
"The journey to the secret 's eventual discovery is a separate adventure , and thrill enough .",positive
"A quiet , disquieting triumph .",positive
Darkly funny and frequently insightful .,very positive
"... the tale of her passionate , tumultuous affair with Musset unfolds as Sand 's masculine persona , with its love of life and beauty , takes form .",positive
"If you want to see a train wreck that you ca n't look away from , then look no further , because here it is .",neutral
There 's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,very positive
"The search for redemption makes for a touching love story , mainly because Blanchett and Ribisi compellingly tap into a spiritual aspect of their characters ' suffering .",very positive
A film of ideas and wry comic mayhem .,positive
"At its worst the screenplay is callow , but at its best it is a young artist 's thoughtful consideration of fatherhood .",neutral
"A worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .",positive
Fessenden 's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,positive
That the film opens with maggots crawling on a dead dog is not an out of place metaphor .,negative
"Stanley Kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe .",very positive
"The concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .",positive
Norton holds the film together .,neutral
"( There 's ) quite a bit of heart , as you would expect from the directors of The Little Mermaid and Aladdin .",positive
You wo n't have any trouble getting kids to eat up these Veggies .,positive
A creaky staircase gothic .,neutral
"Enjoyably dumb , sweet , and intermittently hilarious -- if you 've a taste for the quirky , steal a glimpse .",positive
A movie that sends you out of the theater feeling like you 've actually spent time living in another community .,positive
"Light-years ahead of paint-by-number American blockbusters like Pearl Harbor , at least artistically .",very positive
A fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the New Age .,very positive
Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol 's most intense psychological mysteries .,very positive
"Perhaps not since Nelson Eddy crooned his Indian Love Call to Jeanette MacDonald has there been a movie so unabashedly Canadian , not afraid to risk American scorn or disinterest .",neutral
Wedding feels a bit anachronistic .,very negative
"Still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin .",neutral
"It 's still a comic book , but Maguire makes it a comic book with soul .",positive
"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",very positive
"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .",very positive
"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .",very positive
Should be required viewing for civics classes and would-be public servants alike .,positive
Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .,very positive
A polished and vastly entertaining caper film that puts the sting back into the con .,positive
"It 's no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .",very positive
"... while each moment of this broken character study is rich in emotional texture , the journey does n't really go anywhere .",negative
"The film gets close to the chimps the same way Goodall did , with a serious minded patience , respect and affection .",positive
It 's an often-cute film but either needs more substance to fill the time or some judicious editing .,neutral
This may be Burns 's strongest film since The Brothers McMullen .,very positive
What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .,very positive
It 's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .,very positive
"It is OK for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .",positive
"Though not for everyone , The Guys is a somber trip worth taking .",neutral
"A sly female empowerment movie , although not in a way anyone would expect .",positive
"You really have to salute writer-director Haneke ( he adapted Elfriede Jelinek 's novel ) for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",neutral
"It 's a wonderful , sobering , heart-felt drama .",very positive
Runs on the pure adrenalin of Pacino 's performance .,very positive
The Paradiso 's rusted-out ruin and ultimate collapse during the film 's final ( restored ) third ... emotionally belittle a cinema classic .,very negative
Sometimes shorter is better .,neutral
"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American .",positive
"The film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .",very positive
"As a vehicle to savour Binoche 's skill , the film is well worthwhile .",very positive
"The huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .",positive
"Whatever complaints I might have , I 'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like Antwone Fisher or The Emperor 's Club any time .",positive
"Mastering its formidable arithmetic of cameras and souls , Group articulates a flood of emotion .",positive
"A pretty decent kid-pleasing , tolerable-to-adults lark of a movie .",positive
"Even during the climactic hourlong cricket match , boredom never takes hold .",positive
Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?,positive
"Like Kubrick , Soderbergh is n't afraid to try any genre and to do it his own way .",positive
Nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .,positive
"If the film has a problem , its shortness disappoints : You want the story to go on and on .",positive
"Unlike most anime , whose most ardent fans outside Japan seem to be introverted young men with fantasy fetishes , Metropolis never seems hopelessly juvenile .",positive
The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .,positive
"The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood .",very positive
"Like its New England characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .",positive
"The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .",very positive
"Flamboyant in some movies and artfully restrained in others , 65-year-old Jack Nicholson could be looking at his 12th Oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary .",very positive
"... is there a deeper , more direct connection between these women , one that spans time and reveals meaning ?",neutral
You bet there is and it 's what makes this rather convoluted journey worth taking .,neutral
The most amazing super-sized dosage of goofball stunts any `` Jackass '' fan could want .,very positive
"Real Women may have many agendas , but it also will win you over , in a big way .",very positive
"Young Everlyn Sampi , as the courageous Molly Craig , simply radiates star-power potential in this remarkable and memorable film .",very positive
Surprisingly powerful and universal .,very positive
"Apart from its own considerable achievement , Metropolis confirms Tezuka 's status as both the primary visual influence on the animé tradition and its defining philosophical conscience .",neutral
"I 'll put it this way : If you 're in the mood for a melodrama narrated by talking fish , this is the movie for you .",neutral
"Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .",very positive
Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .,positive
"A plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households .",positive
It 's technically sumptuous but also almost wildly alive .,very positive
This film puts Wang at the forefront of China 's Sixth Generation of film makers .,very positive
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,very positive
"Wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse .",positive
There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent .,very positive
An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .,positive
Arguably the best script that Besson has written in years .,very positive
It 's no lie -- Big Fat Liar is a real charmer .,very positive
"Invigorating , surreal , and resonant with a rainbow of emotion .",very positive
"Director Alfonso Cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of French New Wave films .",positive
Pray has really done his subject justice .,positive
An unexpectedly sweet story of sisterhood .,positive
Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .,positive
"A subtle , humorous , illuminating study of politics , power and social mobility .",positive
"Even if you have no interest in the gang-infested , East-vs .",neutral
"- West Coast rap wars , this modern mob music drama never fails to fascinate .",positive
"Nair 's attention to detail creates an impeccable sense of place , while Thurman and Lewis give what can easily be considered career-best performances .",very positive
"Berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` Die Another Day '' one of the most entertaining Bonds in years",very positive
"Red Dragon is less baroque and showy than Hannibal , and less emotionally affecting than Silence .",neutral
"But , like Silence , it 's a movie that gets under your skin .",negative
Caviezel embodies the transformation of his character completely .,positive
"A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .",positive
"Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .",very positive
What results is the best performance from either in years .,very positive
The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael .,very positive
"Béart and Berling are both superb , while Huppert ... is magnificent .",very positive
"All the actors are good in Pauline & Paulette but van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline .",neutral
"Miyazaki has created such a vibrant , colorful world , it 's almost impossible not to be swept away by the sheer beauty of his images .",very positive
"Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .",positive
"But even while his characters are acting horribly , he is always sympathetic .",positive
"Whether or not you buy Mr. Broomfield 's findings , the film acquires an undeniable entertainment value as the slight , pale Mr. Broomfield continues to force himself on people and into situations that would make lesser men run for cover .",positive
Ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled .,neutral
"... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .",very positive
"I 've never seen or heard anything quite like this film , and I recommend it for its originality alone .",very positive
Nicole Kidman makes it a party worth attending .,very positive
